1.0000E-05,2.5111E+00
1.0896E-05,2.4057E+00
1.1791E-05,2.3126E+00
1.2463E-05,2.2494E+00
1.3135E-05,2.1911E+00
1.3583E-05,2.1547E+00
1.4926E-05,2.0554E+00
1.6718E-05,1.9422E+00
1.7166E-05,1.9167E+00
1.8957E-05,1.8239E+00
2.0748E-05,1.7434E+00
2.2540E-05,1.6727E+00
2.4331E-05,1.6099E+00
2.5675E-05,1.5673E+00
2.7018E-05,1.5278E+00
2.7914E-05,1.5031E+00
3.0601E-05,1.4356E+00
3.4184E-05,1.3583E+00
3.6871E-05,1.3079E+00
3.8662E-05,1.2772E+00
4.2245E-05,1.2219E+00
4.5828E-05,1.1732E+00
4.9410E-05,1.1299E+00
5.2993E-05,1.0910E+00
5.8367E-05,1.0396E+00
6.0159E-05,1.0240E+00
6.7324E-05,9.6800E-01
7.4490E-05,9.2029E-01
8.1655E-05,8.7899E-01
8.8821E-05,8.4279E-01
9.5987E-05,8.1074E-01
1.0000E-04,7.9431E-01
1.1032E-04,7.5631E-01
1.2107E-04,7.2196E-01
1.2465E-04,7.1153E-01
1.3540E-04,6.8269E-01
1.4615E-04,6.5714E-01
1.5331E-04,6.4162E-01
1.6764E-04,6.1359E-01
1.8197E-04,5.8899E-01
1.9630E-04,5.6710E-01
2.1064E-04,5.4746E-01
2.3213E-04,5.2151E-01
2.6079E-04,4.9208E-01
2.8229E-04,4.7299E-01
2.9662E-04,4.6143E-01
3.2528E-04,4.4063E-01
3.5395E-04,4.2243E-01
3.8261E-04,4.0631E-01
4.1127E-04,3.9190E-01
4.5426E-04,3.7291E-01
4.6859E-04,3.6716E-01
5.1159E-04,3.5141E-01
5.5458E-04,3.3752E-01
5.8324E-04,3.2913E-01
6.4057E-04,3.1407E-01
6.9789E-04,3.0090E-01
7.5522E-04,2.8926E-01
8.1254E-04,2.7888E-01
8.9853E-04,2.6521E-01
9.2719E-04,2.6108E-01
1.0132E-03,2.4976E-01
1.0992E-03,2.3980E-01
1.1565E-03,2.3378E-01
1.2711E-03,2.2299E-01
1.3858E-03,2.1357E-01
1.5004E-03,2.0525E-01
1.6151E-03,1.9782E-01
1.7871E-03,1.8807E-01
1.8444E-03,1.8512E-01
2.0164E-03,1.7705E-01
2.1883E-03,1.6995E-01
2.3030E-03,1.6566E-01
2.5323E-03,1.5799E-01
2.7616E-03,1.5128E-01
2.9909E-03,1.4537E-01
3.2202E-03,1.4010E-01
3.5641E-03,1.3317E-01
3.6788E-03,1.3108E-01
4.0227E-03,1.2535E-01
4.3667E-03,1.2031E-01
4.5959E-03,1.1727E-01
5.0545E-03,1.1183E-01
5.5131E-03,1.0707E-01
5.9717E-03,1.0288E-01
6.4303E-03,9.9143E-02
7.1182E-03,9.4232E-02
7.3475E-03,9.2747E-02
8.0354E-03,8.8689E-02
8.7233E-03,8.5123E-02
9.1819E-03,8.2970E-02
1.0099E-02,7.9111E-02
1.1016E-02,7.5748E-02
1.1933E-02,7.2778E-02
1.2851E-02,7.0133E-02
1.4226E-02,6.6653E-02
1.4685E-02,6.5606E-02
1.6061E-02,6.2731E-02
1.7437E-02,6.0208E-02
1.8354E-02,5.8682E-02
2.0188E-02,5.5956E-02
2.2023E-02,5.3573E-02
2.3857E-02,5.1474E-02
2.5691E-02,4.9601E-02
2.8443E-02,4.7141E-02
2.9360E-02,4.6400E-02
3.2112E-02,4.4366E-02
3.4863E-02,4.2579E-02
3.6698E-02,4.1501E-02
4.0366E-02,3.9571E-02
4.4035E-02,3.7886E-02
4.7704E-02,3.6401E-02
5.1373E-02,3.5077E-02
5.6876E-02,3.3337E-02
5.8710E-02,3.2812E-02
6.4213E-02,3.1374E-02
6.9716E-02,3.0110E-02
7.3385E-02,2.9348E-02
8.0723E-02,2.7983E-02
8.8060E-02,2.6792E-02
9.5398E-02,2.5741E-02
1.0274E-01,2.4805E-02
1.1374E-01,2.3574E-02
1.1741E-01,2.3203E-02
1.2842E-01,2.2186E-02
1.3942E-01,2.1291E-02
1.4676E-01,2.0753E-02
1.6144E-01,1.9789E-02
1.7611E-01,1.8945E-02
1.9079E-01,1.8201E-02
2.0546E-01,1.7541E-02
2.2747E-01,1.6670E-02
2.3481E-01,1.6407E-02
2.5682E-01,1.5689E-02
2.7884E-01,1.5055E-02
2.9351E-01,1.4675E-02
3.2286E-01,1.3994E-02
3.5221E-01,1.3397E-02
3.8156E-01,1.2871E-02
4.1091E-01,1.2404E-02
4.5494E-01,1.1788E-02
4.6961E-01,1.1602E-02
5.1364E-01,1.1095E-02
5.5766E-01,1.0646E-02
5.8701E-01,1.0377E-02
6.4571E-01,9.8958E-03
7.0441E-01,9.4742E-03
7.6311E-01,9.1018E-03
8.2181E-01,8.7719E-03
9.0986E-01,8.3358E-03
9.3921E-01,8.2040E-03
1.0273E+00,7.8461E-03
1.1153E+00,7.5288E-03
1.1740E+00,7.3388E-03
1.2914E+00,6.9980E-03
1.4088E+00,6.7001E-03
1.5262E+00,6.4374E-03
1.6436E+00,6.2036E-03
1.8197E+00,5.8953E-03
2.0545E+00,5.5491E-03
2.2306E+00,5.3252E-03
2.3480E+00,5.1907E-03
2.5828E+00,4.9497E-03
2.8176E+00,4.7393E-03
3.0524E+00,4.5534E-03
3.2872E+00,4.3882E-03
3.7568E+00,4.1049E-03
4.1090E+00,3.9257E-03
4.4612E+00,3.7677E-03
4.6960E+00,3.6725E-03
5.1656E+00,3.5023E-03
5.6352E+00,3.3535E-03
6.1048E+00,3.2223E-03
6.5744E+00,3.1055E-03
7.2788E+00,2.9518E-03
8.2180E+00,2.7789E-03
9.3920E+00,2.6001E-03
1.0331E+01,2.4799E-03
1.1270E+01,2.3749E-03
1.2210E+01,2.2822E-03
1.3149E+01,2.1998E-03
1.4558E+01,2.0914E-03
1.6906E+01,1.9420E-03
1.8784E+01,1.8433E-03
2.0662E+01,1.7585E-03
2.4419E+01,1.6192E-03
2.9115E+01,1.4848E-03
3.5690E+01,1.3435E-03
4.1325E+01,1.2506E-03
4.5082E+01,1.1986E-03
5.2595E+01,1.1120E-03
6.0109E+01,1.0423E-03
6.5744E+01,9.9829E-04
7.5136E+01,9.3627E-04
9.0163E+01,8.5832E-04
9.7677E+01,8.2641E-04
1.1646E+02,7.6087E-04
1.3149E+02,7.1916E-04
1.6530E+02,6.4771E-04
1.9535E+02,6.0104E-04
2.4044E+02,5.4900E-04
2.9303E+02,5.0512E-04
3.6065E+02,4.6477E-04
4.6584E+02,4.2264E-04
5.4098E+02,4.0181E-04
6.6120E+02,3.7833E-04
8.1147E+02,3.6002E-04
8.4152E+02,3.5742E-04
9.3169E+02,3.5131E-04
9.6174E+02,3.4978E-04
1.0519E+03,3.4652E-04
1.0820E+03,3.4585E-04
1.1721E+03,3.4496E-04
1.2022E+03,3.4503E-04
1.4426E+03,3.5171E-04
1.6830E+03,3.6946E-04
1.8634E+03,3.9125E-04
2.0437E+03,4.2242E-04
2.3442E+03,5.0567E-04
2.5246E+03,5.8628E-04
2.6448E+03,6.6125E-04
2.7951E+03,7.9278E-04
2.8852E+03,9.0215E-04
2.9754E+03,1.0462E-03
3.0355E+03,1.1693E-03
3.1257E+03,1.4129E-03
3.2158E+03,1.7648E-03
3.2910E+03,2.1940E-03
3.3360E+03,2.5446E-03
3.3811E+03,2.9989E-03
3.4112E+03,3.3810E-03
3.4563E+03,4.1230E-03
3.4788E+03,4.5972E-03
3.5013E+03,5.1650E-03
3.5164E+03,5.6078E-03
3.5389E+03,6.3945E-03
3.5614E+03,7.3690E-03
3.5840E+03,8.5976E-03
3.5990E+03,9.6033E-03
3.6216E+03,1.1494E-02
3.6291E+03,1.2254E-02
3.6441E+03,1.4026E-02
3.6591E+03,1.6221E-02
3.6666E+03,1.7524E-02
3.6779E+03,1.9803E-02
3.6892E+03,2.2568E-02
3.7004E+03,2.5968E-02
3.7080E+03,2.8690E-02
3.7117E+03,3.0216E-02
3.7192E+03,3.3665E-02
3.7230E+03,3.5618E-02
3.7305E+03,4.0079E-02
3.7343E+03,4.2635E-02
3.7380E+03,4.5448E-02
3.7418E+03,4.8549E-02
3.7455E+03,5.1984E-02
3.7493E+03,5.5789E-02
3.7549E+03,6.2343E-02
3.7606E+03,7.0151E-02
3.7681E+03,8.3155E-02
3.7718E+03,9.1036E-02
3.7756E+03,1.0006E-01
3.7775E+03,1.0507E-01
3.7793E+03,1.1050E-01
3.7812E+03,1.1638E-01
3.7831E+03,1.2273E-01
3.7850E+03,1.2961E-01
3.7859E+03,1.3327E-01
3.7869E+03,1.3708E-01
3.7878E+03,1.4108E-01
3.7887E+03,1.4525E-01
3.7897E+03,1.4961E-01
3.7906E+03,1.5417E-01
3.7916E+03,1.5894E-01
3.7925E+03,1.6394E-01
3.7934E+03,1.6917E-01
3.7944E+03,1.7466E-01
3.7953E+03,1.8043E-01
3.7958E+03,1.8342E-01
3.7962E+03,1.8648E-01
3.7967E+03,1.8962E-01
3.7972E+03,1.9284E-01
3.7977E+03,1.9615E-01
3.7981E+03,1.9954E-01
3.7984E+03,2.0127E-01
3.7988E+03,2.0480E-01
3.7991E+03,2.0659E-01
3.7995E+03,2.1027E-01
3.8000E+03,2.1404E-01
3.8005E+03,2.1792E-01
3.8009E+03,2.2189E-01
3.8019E+03,2.3018E-01
3.8028E+03,2.3895E-01
3.8038E+03,2.4822E-01
3.8042E+03,2.5305E-01
3.8047E+03,2.5803E-01
3.8052E+03,2.6316E-01
3.8056E+03,2.6844E-01
3.8061E+03,2.7389E-01
3.8066E+03,2.7951E-01
3.8070E+03,2.8530E-01
3.8075E+03,2.9127E-01
3.8080E+03,2.9743E-01
3.8085E+03,3.0378E-01
3.8089E+03,3.1035E-01
3.8094E+03,3.1713E-01
3.8099E+03,3.2414E-01
3.8103E+03,3.3138E-01
3.8108E+03,3.3887E-01
3.8113E+03,3.4660E-01
3.8117E+03,3.5462E-01
3.8122E+03,3.6289E-01
3.8127E+03,3.7148E-01
3.8132E+03,3.8036E-01
3.8136E+03,3.8958E-01
3.8141E+03,3.9912E-01
3.8146E+03,4.0903E-01
3.8150E+03,4.1930E-01
3.8155E+03,4.2997E-01
3.8160E+03,4.4104E-01
3.8164E+03,4.5259E-01
3.8169E+03,4.6450E-01
